uri,artist_name,artist_total_followers,artist_image,genres,popularity
spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,62430349,https://i.scdn.co/image/ab676161000051749e46a78c5cd2f7a8e7669980,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",98
spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,95198498,https://i.scdn.co/image/ab6761610000517412a2ef08d00dd7451a6dbed6,"['pop', 'uk pop']",96
spotify:artist:4q3ewBCX7sLwd24euuV69X,Bad Bunny,46313053,https://i.scdn.co/image/ab676161000051746ad57a3cb26ae3ffd0f28f22,"['latin', 'reggaeton', 'trap latino']",100
spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,43517807,https://i.scdn.co/image/ab676161000051742f71b65ef483ed75a8b40437,"['canadian contemporary r&b', 'canadian pop', 'pop']",97
spotify:artist:66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,78088925,https://i.scdn.co/image/ab67616100005174cdce7620dc940db079bf4952,"['dance pop', 'pop']",93
spotify:artist:1uNFoZAHBGtllmzznpCI3s,Justin Bieber,58927456,https://i.scdn.co/image/ab676161000051748ae7f2aaa9817a704a87ea36,"['canadian pop', 'pop']",96
spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,54311302,https://i.scdn.co/image/ab67616100005174a00b11c129b27a88fc72f36b,"['detroit hip hop', 'hip hop', 'rap']",95
spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,51454837,https://i.scdn.co/image/ab676161000051749e3acf1eaf3b8846e836f441,['pop'],98
spotify:artist:246dkjvS1zLTtiykXe5h60,Post Malone,36479929,https://i.scdn.co/image/ab67616100005174e07d6b0f2fcc2f2ba6bdc3ce,"['dfw rap', 'melodic rap', 'rap']",91
spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,BTS,47865836,https://i.scdn.co/image/ab6761610000517482a5d58059f81867b871d8b6,"['k-pop', 'k-pop boy group']",96
spotify:artist:1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,33338108,https://i.scdn.co/image/ab676161000051745d0fc400392250a750a9403e,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",93
spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,16920457,https://i.scdn.co/image/ab67616100005174867008a971fae0f4d913f63a,"['chicago rap', 'rap']",96
spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,60025811,https://i.scdn.co/image/ab67616100005174d8b9980db67272cb4d2c3daf,"['art pop', 'electropop', 'pop']",92
spotify:artist:4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,23331465,https://i.scdn.co/image/ab676161000051741908e1a8b79abf71d5598944,"['chicago rap', 'melodic rap']",95
spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,35055170,https://i.scdn.co/image/ab67616100005174865a3301762a8fce048cb469,"['permanent wave', 'pop']",92
spotify:artist:15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,35689992,https://i.scdn.co/image/ab67616100005174f0c20db5ef6c6fbe5135d2e4,"['emo rap', 'miami hip hop']",92
spotify:artist:1i8SpTcr7yvPOmcqrbnVXY,Ozuna,31646986,https://i.scdn.co/image/ab67616100005174e9cd20f3cea76432155607da,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']",91
spotify:artist:6LuN9FCkKOj5PcnpouEgny,Khalid,15104821,https://i.scdn.co/image/ab67616100005174012b37d6dec8872b18524f78,"['pop', 'pop r&b']",90
spotify:artist:6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,33186400,https://i.scdn.co/image/ab67616100005174d42a27db3286b58553da8858,"['dance pop', 'pop', 'uk pop']",94
spotify:artist:53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,39274206,https://i.scdn.co/image/ab67616100005174920dc1f617550de8388f368e,"['modern rock', 'rock']",92
spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,20250775,https://i.scdn.co/image/ab67616100005174e707b87e3f65997f6c09bfff,"['hip hop', 'rap', 'slap house']",92
spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,48019298,https://i.scdn.co/image/ab67616100005174019d6873a01987cbe35888cd,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",92
spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,35864464,https://i.scdn.co/image/ab67616100005174288ac05481cedc5bddb5b11b,"['pop', 'pop rock']",90
spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,37212001,https://i.scdn.co/image/ab6761610000517446e7a06fa6dfefaed6a3f0db,"['canadian pop', 'dance pop', 'pop', 'viral pop']",89
spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,24060081,https://i.scdn.co/image/ab6761610000517475348e1aade2645ad9c58829,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",90
spotify:artist:7CajNmpbOovFoOoasH2HaY,Calvin Harris,22629054,https://i.scdn.co/image/ab67616100005174578905d5539cff25568dc097,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']",87
spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,39460987,https://i.scdn.co/image/ab67616100005174c36dd9eb55fb0db4911f25dd,"['dance pop', 'pop']",92
spotify:artist:4VMYDCV2IEDYJArk749S6m,Daddy Yankee,26618801,https://i.scdn.co/image/ab676161000051742204cb5a314573e202f20f8d,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",93
spotify:artist:2wY79sveU1sp5g7SokKOiI,Sam Smith,19217582,https://i.scdn.co/image/ab67616100005174e5a4f8ec6996364b2f824fcb,"['dance pop', 'pop', 'uk pop']",86
spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Queen,40646312,https://i.scdn.co/image/af2b8e57f6d7b5d43a616bd1e27ba552cd8bfd42,"['classic rock', 'glam rock', 'rock']",88
spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,19701465,https://i.scdn.co/image/ab67616100005174ee29d711d7afd1e882486e1a,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",91
spotify:artist:69GGBxA162lTqCwzJG5jLp,The Chainsmokers,18956074,https://i.scdn.co/image/ab676161000051743c02f4fb4cc9187c488afd50,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",85
spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,One Direction,25475559,https://i.scdn.co/image/289c7f686f5b78ceeb224453cf9a15697a678a79,"['boy band', 'pop', 'post-teen pop', 'talent show']",88
spotify:artist:7bXgB6jMjp9ATFy66eO08Z,Chris Brown,15707135,https://i.scdn.co/image/ab67616100005174ba4309876dbc0ef3222c5512,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",90
spotify:artist:6vWDO969PvNqNYHIOW5v0m,Beyoncé,30875977,https://i.scdn.co/image/ab67616100005174d3d058be8485c8583703b6d2,"['dance pop', 'pop', 'r&b']",87
spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,Future,11313928,https://i.scdn.co/image/ab67616100005174888112f96c607aa2c6a1ffe8,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",91
spotify:artist:0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,24671914,https://i.scdn.co/image/ab67616100005174af3459f7c235fd25daf7f84f,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",90
spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,J. Cole,16383132,https://i.scdn.co/image/ab67616100005174add503b411a712e277895c8a,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",90
spotify:artist:1HY2Jd0NmPuamShAr6KMms,Lady Gaga,21699349,https://i.scdn.co/image/ab67616100005174749ba770a33230206f8fe159,"['art pop', 'dance pop', 'pop']",87
spotify:artist:26VFTg2z8YR0cCuwLzESi2,Halsey,17431917,https://i.scdn.co/image/ab67616100005174dade5a33a51db8b049787d7f,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",87
spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,34245597,https://i.scdn.co/image/ab67616100005174a5205abffd84341e5bace828,"['dance pop', 'pop', 'post-teen pop']",86
spotify:artist:2R21vXR83lH98kGeO99Y66,Anuel AA,21139653,https://i.scdn.co/image/ab67616100005174c5c589b667f600c299552ee5,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']",90
spotify:artist:4dpARuHxo51G3z768sgnrY,Adele,36357834,https://i.scdn.co/image/ab6761610000517468f6e5892075d7f22615bd17,"['british soul', 'pop', 'pop soul', 'uk pop']",91
spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,The Beatles,22373758,https://i.scdn.co/image/ab67616100005174e9348cc01ff5d55971b22433,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",88
spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,Sia,22864551,https://i.scdn.co/image/ab67616100005174e8637c96a7aa2917eae3c54d,"['australian dance', 'australian pop', 'pop']",88
spotify:artist:1r4hJ1h58CWwUQe3MxPuau,Maluma,30416281,https://i.scdn.co/image/ab67616100005174d371e6537d5a4fbe3582d198,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",89
spotify:artist:3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,22224120,https://i.scdn.co/image/ab67616100005174196972172c37d934d9ca8093,"['modern rock', 'rock']",85
spotify:artist:64KEffDW9EtZ1y2vBYgq8T,Marshmello,33382306,https://i.scdn.co/image/ab67616100005174a91af711541f8807ed7f0676,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",86
spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,21502408,https://i.scdn.co/image/ab6761610000517434e5aa6afc1ba147bfbb0677,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",87
spotify:artist:4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,13125872,https://i.scdn.co/image/ab67616100005174879835ea4e3a0f0b8cf1c7b4,"['melodic rap', 'philly rap', 'rap', 'trap']",90
spotify:artist:23fqKkggKUBHNkbKtXEls4,Kygo,7966918,https://i.scdn.co/image/ab676161000051746567299e3c53cf2a250fbdce,"['edm', 'pop', 'pop dance', 'tropical house']",84
spotify:artist:6jJ0s89eD6GaHleKKya26X,Katy Perry,21058700,https://i.scdn.co/image/ab67616100005174dc9dcb7e4a97b4552e1224d6,"['dance pop', 'pop', 'post-teen pop']",88
spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,Avicii,21578659,https://i.scdn.co/image/ab6761610000517409bf4814c6585e1f69dfeef7,"['dance pop', 'edm', 'pop', 'pop dance']",85
spotify:artist:329e4yvIujISKGKz1BZZbO,Farruko,12659044,https://i.scdn.co/image/ab676161000051744fd89b40d4798b2ae7348c7d,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",90
spotify:artist:00FQb4jTyendYWaN8pK0wa,Lana Del Rey,15858726,https://i.scdn.co/image/ab67616100005174c5903678d3db18e271e42be0,"['art pop', 'pop']",88
spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,26122648,https://i.scdn.co/image/ab676161000051743ca4ce704a7b0b95cb450d1c,"['dance pop', 'pop', 'post-teen pop']",87
spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,10980240,https://i.scdn.co/image/ab67616100005174654972693e0efed3f3f4d090,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",85
spotify:artist:1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,10614265,https://i.scdn.co/image/ab676161000051744345bd0ddad04eeb4c18f625,"['puerto rican pop', 'trap latino']",93
spotify:artist:0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,17840670,https://i.scdn.co/image/ab67616100005174b0dd96d5c6fcd8b068834373,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",88
spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,14180301,https://i.scdn.co/image/ab6761610000517439f37a34b404169fdca52dc8,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",88
spotify:artist:0EmeFodog0BfCgMzAIvKQp,Shakira,23404747,https://i.scdn.co/image/ab67616100005174ded9d5f8bb8611aad61df058,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",85
spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,17460779,https://i.scdn.co/image/ab67616100005174727a2ac15afe659be999beba,"['dance pop', 'pop']",94
spotify:artist:1SupJlEpv7RS2tPNRaHViT,Nicky Jam,16625711,https://i.scdn.co/image/ab676161000051744d248e406d79c79932931383,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",87
spotify:artist:6S2OmqARrzebs0tKUEyXyp,Demi Lovato,22051668,https://i.scdn.co/image/ab6761610000517499c4e0564b8d23a3d0645af1,"['dance pop', 'pop', 'post-teen pop']",85
spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,13430291,https://i.scdn.co/image/ab6761610000517477bf00f67e21f514dc44c485,"['dance pop', 'piano rock', 'pop', 'pop rock']",86
spotify:artist:790FomKkXshlbRYZFtlgla,KAROL G,23433140,https://i.scdn.co/image/ab676161000051745f2a184720aa12c1f0aef516,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",90
spotify:artist:5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,17838837,https://i.scdn.co/image/ab6761610000517402651b19050d8bf64b18d40a,"['dance pop', 'pop', 'post-teen pop']",87
spotify:artist:6KImCVD70vtIoJWnq6nGn3,Harry Styles,19795807,https://i.scdn.co/image/ab676161000051745464c6450a88d073a3f117b0,['pop'],91
spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,22334493,https://i.scdn.co/image/ab67616100005174a2a0b9e3448c1e702de9dc90,"['pop', 'r&b', 'soul']",85
spotify:artist:60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,15489502,https://i.scdn.co/image/ab6761610000517466d17ee8690d2e8d94ee7387,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",82
spotify:artist:02kJSzxNuaWGqwubyUba0Z,G-Eazy,5042952,https://i.scdn.co/image/ab67616100005174e818f7ca0d47f038a9aa246a,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",81
spotify:artist:07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,18691680,https://i.scdn.co/image/ab6761610000517428cc5ee1d7ba49cdc7dde27b,"['colombian pop', 'latin', 'reggaeton colombiano']",87
spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,11265231,https://i.scdn.co/image/ab6761610000517484776fe119fa6503fdffb0f8,"['modern rock', 'rock']",82
spotify:artist:0TnOYISbd1XYRBk9myaseg,Pitbull,9209016,https://i.scdn.co/image/ab676161000051742dc40ac263ef07c16a95af4e,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",87
spotify:artist:4kYSro6naA4h99UJvo89HB,Cardi B,19647040,https://i.scdn.co/image/ab67616100005174a3de342056c0e1284cbc109d,"['dance pop', 'pop', 'pop rap', 'rap']",86
spotify:artist:738wLrAtLtCtFOLvQBXOXp,Major Lazer,6274768,https://i.scdn.co/image/ab67616100005174133f44ab343b35c715a4ac97,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",79
spotify:artist:6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,15730108,https://i.scdn.co/image/ab676161000051740d890ffd0e0bea5f904f1a9f,"['dance pop', 'pop', 'viral pop']",85
spotify:artist:4r63FhuTkUYltbVAg5TQnk,DaBaby,9418111,https://i.scdn.co/image/ab676161000051745ace68c56849548db7f102be,"['north carolina hip hop', 'rap', 'trap']",89
spotify:artist:0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,10669349,https://i.scdn.co/image/ab67616100005174aa972cb3308ccbeeff38666a,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",81
spotify:artist:55Aa2cqylxrFIXC767Z865,Lil Wayne,11865208,https://i.scdn.co/image/ab67616100005174c63aded6f4bf4d06d1377106,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",91
spotify:artist:5f7VJjfbwm532GiveGC0ZK,Lil Baby,10103663,https://i.scdn.co/image/ab676161000051742161ef3bab0e5e922a1c297d,"['atl hip hop', 'atl trap', 'rap', 'trap']",92
spotify:artist:50co4Is1HCEo8bhOyUWKpn,Young Thug,7110433,https://i.scdn.co/image/ab67616100005174547d2b41c9f2c97318aad0ed,"['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'melodic rap', 'rap', 'trap']",90
spotify:artist:77ziqFxp5gaInVrF2lj4ht,Sech,10450525,https://i.scdn.co/image/ab67616100005174a760b68c06ca08e6dce6b45c,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",89
spotify:artist:137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,10494212,https://i.scdn.co/image/ab676161000051744bdf6db5203f2a0e44002620,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",87
spotify:artist:0eDvMgVFoNV3TpwtrVCoTj,Pop Smoke,9742434,https://i.scdn.co/image/ab67616100005174597f9edd2cd1a892d4412b09,['brooklyn drill'],88
spotify:artist:4LLpKhyESsyAXpc4laK94U,Mac Miller,7311766,https://i.scdn.co/image/ab67616100005174ed3b89aa602145fde71a163a,"['hip hop', 'pittsburgh rap', 'rap']",88
spotify:artist:1URnnhqYAYcrqrcwql10ft,21 Savage,11016131,https://i.scdn.co/image/ab67616100005174e01decbaa565f3feaaade6a9,"['atl hip hop', 'hip hop', 'rap', 'trap']",89
spotify:artist:5fMUXHkw8R8eOP2RNVYEZX,Diplo,2461735,https://i.scdn.co/image/ab67616100005174ee376ee0e88042b34dee6e62,"['dance pop', 'edm', 'electro house', 'house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",84
spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,9406966,https://i.scdn.co/image/ab676161000051741443b137c8941b9c73237a27,"['emo', 'modern rock', 'rock']",82
spotify:artist:7iK8PXO48WeuP03g8YR51W,Myke Towers,8394252,https://i.scdn.co/image/ab676161000051749b7677e5bdee54a0ae0c8262,"['latin', 'reggaeton', 'trap latino']",90
spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,Metallica,20875258,https://i.scdn.co/image/ab676161000051748101d13bdd630b0889acd2fd,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",84
spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,Migos,12255164,https://i.scdn.co/image/ab67616100005174f4593f7b778219838d858c34,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",82
spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,Logic,5674599,https://i.scdn.co/image/ab67616100005174c0f43abdba90d508842d7367,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",82
spotify:artist:2kCcBybjl3SAtIcwdWpUe3,Lil Peep,8907619,https://i.scdn.co/image/ab676161000051746685f03de475c4efb27da3c4,"['emo rap', 'lgbtq+ hip hop']",87
spotify:artist:5LHRHt1k9lMyONurDHEdrp,Tyga,6534465,https://i.scdn.co/image/ab676161000051747e8e12069870e99fa8c21a5e,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",85
spotify:artist:0hEurMDQu99nJRq8pTxO14,John Mayer,5470993,https://i.scdn.co/image/ab67616100005174265ef5547ecff4dabd6352bf,"['neo mellow', 'pop rock', 'singer-songwriter']",82
spotify:artist:7vk5e3vY1uw9plTHJAMwjN,Alan Walker,33366886,https://i.scdn.co/image/ab67616100005174c02d416c309a68b04dc94576,['electro house'],85
spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,12908638,https://i.scdn.co/image/ab676161000051746ec3754d5db2e333b9434c75,"['dance pop', 'pop', 'post-teen pop']",84
spotify:artist:7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,10294724,https://i.scdn.co/image/ab67616100005174ab6bd6e450cbc7629a9a2381,"['lgbtq+ hip hop', 'pop']",89
spotify:artist:540vIaP2JwjQb9dm3aArA4,DJ Snake,7738874,https://i.scdn.co/image/ab67616100005174f2855e25f1d9c8a20bcc85ae,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",82
spotify:artist:5ZsFI1h6hIdQRw2ti0hz81,ZAYN,19519924,https://i.scdn.co/image/ab676161000051749fbf7133dfc04d4cd44ccd36,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",81
spotify:artist:711MCceyCBcFnzjGY4Q7Un,AC/DC,22847291,https://i.scdn.co/image/ab67616100005174c4c77549095c86acb4e77b37,"['australian rock', 'hard rock', 'rock']",84
spotify:artist:3e7awlrlDSwF3iM0WBjGMp,Little Mix,10205458,https://i.scdn.co/image/ab6761610000517408cd53940cbf5813ee5fe565,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",83
spotify:artist:4IWBUUAFIplrNtaOHcJPRM,James Arthur,9587539,https://i.scdn.co/image/ab676161000051746867a4ce52401bd378bb5179,"['pop', 'talent show', 'uk pop']",83
spotify:artist:3JhNCzhSMTxs9WLGJJxWOY,Macklemore,1848490,https://i.scdn.co/image/ab6761610000517457df9bb5680b96f5b4811fc2,"['pop rap', 'seattle hip hop']",80
spotify:artist:5JZ7CnR6gTvEMKX4g70Amv,Lauv,4941249,https://i.scdn.co/image/ab6761610000517434e1fb819de8fe74fe431fd2,"['dance pop', 'electropop', 'pop']",82
spotify:artist:6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,7442287,https://i.scdn.co/image/ab6761610000517432f8f4df5e7b05a7e4d170ca,"['melodic rap', 'rap', 'trap']",88
spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,Zedd,5723427,https://i.scdn.co/image/ab676161000051741751e951b4969c4ae957a328,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']",80
spotify:artist:46SHBwWsqBkxI7EeeBEQG7,Kodak Black,7984625,https://i.scdn.co/image/ab676161000051744bd22c1711d22aa647a61097,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']",86
spotify:artist:1McMsnEElThX1knmY4oliG,Olivia Rodrigo,15511114,https://i.scdn.co/image/ab67616100005174ee954a3b5418065c2fe253fb,['pop'],91
spotify:artist:13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,10924733,https://i.scdn.co/image/ab676161000051746d5529e3962a16bd267bfeb2,"['east coast hip hop', 'hip hop', 'rap', 'trap']",87
spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ,Gunna,4158601,https://i.scdn.co/image/ab67616100005174803f228472451496cb2f5b88,"['atl hip hop', 'melodic rap', 'rap', 'trap']",91
spotify:artist:6fOMl44jA4Sp5b9PpYCkzz,NF,6878616,https://i.scdn.co/image/ab676161000051742ddbc93688aa74431df384ea,"['hip hop', 'pop rap', 'rap']",84
spotify:artist:5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,8417460,https://i.scdn.co/image/ab676161000051745f6a7d9d3fa9cb7edf77b1ca,"['boy band', 'dance pop', 'pop', 'post-teen pop']",83
spotify:artist:31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,6404252,https://i.scdn.co/image/ab676161000051747dc556a6a7893f87b9be23b3,"['melodic rap', 'rap', 'trap']",86
spotify:artist:2QsynagSdAqZj3U9HgDzjD,Bob Marley & The Wailers,10450100,https://i.scdn.co/image/4cd57e5e12ea2c24644c40886d65a9b22eca9802,"['reggae', 'roots reggae']",82
spotify:artist:3PhoLpVuITZKcymswpck5b,Elton John,9049525,https://i.scdn.co/image/ab676161000051740a7388b95df960b5c0da8970,"['glam rock', 'mellow gold', 'piano rock']",88
spotify:artist:2h93pZq0e7k5yf4dywlkpM,Frank Ocean,9230295,https://i.scdn.co/image/ab67616100005174fbc3faec4a370d8393bee7f1,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",87
spotify:artist:3t5xRXzsuZmMDkQzgOX35S,Robin Schulz,2905302,https://i.scdn.co/image/ab676161000051747886f753d19bacd490d5acca,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",83
spotify:artist:2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,6286133,https://i.scdn.co/image/ab676161000051748cb651b2e77c6d30b1de15e4,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",87
spotify:artist:0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,2903871,https://i.scdn.co/image/ab6761610000517440134b72d4fd5a20a52419b5,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",83
spotify:artist:7oPftvlwr6VrsViSDV7fJY,Green Day,13191410,https://i.scdn.co/image/ab67616100005174047eac333eff0be4abe32cbf,"['permanent wave', 'punk']",83
spotify:artist:5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,14709657,https://i.scdn.co/image/ab676161000051740d2f605c23090747230416db,"['bachata', 'latin']",84
spotify:artist:64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,7180749,https://i.scdn.co/image/ab67616100005174abfac786f093c4da55c99d4e,"['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop']",82
spotify:artist:7wlFDEWiM5OoIAt8RSli8b,YoungBoy Never Broke Again,8582531,https://i.scdn.co/image/ab67616100005174a213bd0d2152db1ce9c8da70,"['baton rouge rap', 'trap']",89
spotify:artist:31TPClRtHm23RisEBtV3X7,Justin Timberlake,11894414,https://i.scdn.co/image/ab676161000051749d3f9efc8e0030306e583cef,"['dance pop', 'pop']",83
spotify:artist:0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,7391605,https://i.scdn.co/image/ab67616100005174bf921114b7f19be97ce29647,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",82
spotify:artist:6MDME20pz9RveH9rEXvrOM,Clean Bandit,4734003,https://i.scdn.co/image/ab676161000051747a487027eb0c10af725d5410,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",81
spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",8426382,https://i.scdn.co/image/ab676161000051748278b782cbb5a3963db88ada,"['hip hop', 'rap']",90
spotify:artist:2nszmSgqreHSdJA3zWPyrW,Luis Miguel,9302294,https://i.scdn.co/image/ab676161000051746481401e529e475116702a29,"['bolero', 'latin', 'latin pop']",84
spotify:artist:1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,9368515,https://i.scdn.co/image/ab676161000051741e553befc24937f68be6dbea,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",82
spotify:artist:1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,9908043,https://i.scdn.co/image/ab67616100005174a63a2b0ceb57eb509d67c90f,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'post-teen pop', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",79
